Gene	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
EXTL3	3.2742	7.5685	9.2532	1.3337	32.244	2.2837
ZNF577	7.8188	3.4314	5.9216	0.074544	28.065	10.627
LINC00346	9.8908	11.542	12.348	6.1137	9.0102	7.0186
PTPRN2	4.7279	15.199	13.752	16.575	2.8924	2.7524
DNAJC30	12.539	19.865	14.729	6.6328	0.46875	1.6573
RNF19B	0.42274	7.4044	2.9302	7.3017	21.423	16.391
B3GALNT2	5.1949	4.1906	9.0081	19.849	13.702	3.8885
IL17RD	7.7887	8.8856	13.264	10.308	11.676	3.8983
TATDN2	4.5924	20.366	11.634	10.643	5.6586	2.9069
TMEM155	0.020966	11.405	44.374	0	0	0
LLGL2	15.095	18.316	18.981	1.1982	0	2.2022
CCDC88A	16.774	0.54798	1.3961	9.3484	3.3614	24.338
IL1RAP	1.4585	1.4543	3.9841	0	6.0388	42.816
HECTD2	1.0374	6.4792	18.83	7.979	14.39	7.0338
NOM1	10.831	12.235	11.756	12.315	5.4712	3.112
SIGLEC7	0	0.2468	1.7542	0	0	53.676
MEX3C	24.813	6.8278	18.578	4.0754	0.175	1.2017
UTP15	6.8189	12.198	12.4	6.0553	3.9501	14.219
LMO2	3.9749	0.41962	0.014904	42.764	0	8.4419
BEX1	0	0.034606	2.6451	0	0	52.906
FBXO5	18.647	21.566	12.988	0	0	2.3781
ACN9	6.1878	11.696	16.663	11.649	3.8375	5.5212
WDR76	16.996	13.522	14.161	8.2146	0.4275	2.2312
TAPT1-AS1	23.108	7.6432	4.2008	16.941	1.9574	1.7001
SLC27A2	0.021934	15.495	40.028	0	0	0
AZI1	9.3713	8.8219	2.6693	13.855	13	7.813
TANGO6	19.175	11.462	19.768	0	1.8225	3.2827
UBR5	17.738	13.077	6.9582	6.593	7.9087	3.2292
ITPR1	18.416	12.883	10.99	10.054	0	3.1438
AGO1	11.723	0.98932	9.7858	14.551	10.395	8.0376
MAML2	10.461	7.9169	10.644	4.713	4.9176	16.816
OSCAR	2.3494	2.2234	2.9383	0	5.1925	42.755
SRGAP2B	4.2293	3.3261	6.9448	22.393	0	18.558
HS3ST3B1	0	44.001	6.9141	2.0301	0	2.4838
TSG1	9.8555	14.218	13.921	8.8931	3.8951	4.6049
TTC24	29.631	2.2432	22.887	0	0	0.62352
PTGDR	6.9321	17.473	30.955	0	0	0
EID3	16.103	11.443	20.389	1.4937	5.9237	0
NCKIPSD	9.1619	7.8379	3.8369	4.8827	16.691	12.939
RAD23B	9.9506	5.8836	11.368	3.8927	20.083	4.1699
CLPB	5.7659	1.6366	11.731	13.345	14.536	8.2706
ZNF688	8.269	11.187	14.126	0	16.585	5.118
HIST1H4K	10.689	4.5125	12.561	25.707	0	1.8103
SGSM2	3.6557	18.314	18.624	0	8.2927	6.3606
PREX2	0.027901	0.22521	0.14218	54.805	0	0.023171
ZNF580	9.3021	6.4886	9.9956	11.829	2.7124	14.843
LRRC27	7.916	12.153	14.256	7.2556	6.7639	6.8238
HIATL2	14.741	7.8987	9.3231	20.222	0.35999	2.6084
MKL2	9.5613	5.7498	4.9267	26.818	3.0412	5.0524
POLR3F	18.441	4.5859	9.2663	7.8928	10.193	4.7662
ATP8A1	14.36	8.8786	29.207	1.7536	0	0.92705
MRE11A	13.437	9.0984	15.147	8.9844	2.7888	5.6583
PHYHD1	11.46	12.585	19.13	1.9973	6.0915	3.8496
LOC100506023	12.333	13.991	18.615	3.3937	2.7188	4.0534
FCER1A	0	0	0	0	0	55.081
MARK2	16.461	8.9328	9.5875	0.61546	16.788	2.6742
HS2ST1	7.1845	5.6626	6.3619	11.424	20.129	4.2665
APOC1P1	12.794	12.501	10.784	5.0837	0.36375	13.494
SDHAP3	2.1885	6.3784	21.98	19.811	2.015	2.6335
LRR1	2.7399	13.235	20.111	0	3.9638	14.956
AMMECR1L	17.422	7.679	7.2177	4.2628	15.399	3.0103
LRRC16A	18.057	5.7285	7.1557	8.4528	14.731	0.82758
RALGAPA2	4.1283	7.2537	9.4969	31.468	1.915	0.6839
GLMN	1.6567	16.052	25.496	0	11.312	0.42599
YIPF6	12.476	6.1703	8.9882	10.974	4.7438	11.59
FECH	11.621	8.886	13.076	3.4909	7.5178	10.348
LOC100132273	6.441	17.618	13.72	0	16.618	0.54192
GPR114	33.492	2.9622	17.786	0	0	0.6849
KBTBD8	21.311	8.1441	15.378	0	4.3299	5.75
LINC00265	7.8548	10.529	16.4	8.3282	5.8436	5.9539
ZNF551	18.144	12.647	15.128	2.3473	4.6724	1.9452
KLHL5	8.4282	12.777	6.8564	17.453	1.9775	7.3779
N6AMT1	0.097575	16.964	12.348	25.131	0	0.3084
KIAA1841	6.0685	6.8809	6.2548	29.239	3.6088	2.788
FKBP7	3.3854	1.6226	2.4345	22.888	23.764	0.7383
CPNE2	0	2.1771	3.6611	47.289	0	1.6912
MAPK12	0.069191	0	1.9732	44.404	7.4453	0.92617
ZNF250	3.8881	8.7707	10.711	22.937	6.0178	2.4833
ZBTB4	9.0512	10.5	10.155	9.7545	9.1625	6.1695
S100A3	5.5711	0	0.30439	48.641	0.27125	0
P2RX1	31.448	0.9737	0.0035495	0	0	22.362
URI1	12.359	15.216	11.087	9.8136	0.92999	5.3614
USP37	9.4426	10.742	17.528	6.6893	6.4926	3.8662
WEE1	28.586	4.5072	9.7199	3.9899	7.9564	0
ZNF202	8.5941	11.923	8.6466	17.889	7.6809	0.012073
GPR1	5.9897	8.1782	10.794	0.7191	26.119	2.9394
CCNY	7.4394	8.4273	7.8965	16.598	0.82125	13.554
ZMIZ1	2.3029	4.3218	3.3667	7.5565	17.731	19.403
LSR	4.9583	10.064	14.258	7.0638	16.604	1.7307
SNORA11B	0	0	0.38982	54.274	0	0
RBM33	14.795	9.1627	12.895	5.5546	7.9652	4.2428
PMS2	14.501	2.3511	16.017	6.0327	5.0411	10.66
SRGAP2	5.0928	3.4542	6.5814	19.598	9.1173	10.759
HELQ	15.287	10.737	26.03	0	0	2.5136
NXT2	3.6357	14.737	17.809	7.1903	7.0702	4.1046
TJP1	0.77159	1.2125	0.23125	35.825	15.406	1.0996
OSGEPL1	20.009	7.5377	7.6532	16.125	1.545	1.6753
POLR1B	16.873	14.753	18.868	0	0.1375	3.9055
SLC12A9	10.215	6.7982	7.1588	21.793	0	8.5492
KCTD6	7.0653	14.07	9.7152	9.6967	6.611	7.3465
SEC22A	7.5438	14.686	18.61	1.9592	4.5149	7.1867
TAF1	16.363	11.332	17.695	6.089	1.3925	1.6205
FAM127C	0	0.0032555	0.043292	33.406	18.629	2.3985
WDR26	9.3651	17.023	13.251	4.03	2.6026	8.189
SNORD80	10.461	17.474	2.8297	0	5.3874	18.301
XPO7	3.47	12.687	9.9777	1.8409	10.53	15.938
CDK12	10.644	12.137	14.722	4.8228	6.7649	5.348
ZNF480	9.0698	15.777	19.176	3.6073	2.185	4.6013
RIMKLB	3.6121	3.7966	2.8594	27.218	12.479	4.4418
LINC00672	8.3506	12.157	17.205	6.43	5.3727	4.8815
TOR1B	1.869	18.152	18.179	2.2199	3.545	10.423
NGF	0	0	0.090783	0	54.275	0
MOB2	0.087732	17.354	12.585	11.079	3.6862	9.4947
CCDC41	15.972	8.5326	6.1186	13.904	7.2425	2.4902
CASS4	1.5277	17.07	16.262	1.9017	0.1025	17.388
ITGA10	2.0938	0.53406	0.35151	51.209	0	0.039757
METTL4	6.3771	21.469	15.54	0.75637	6.5825	3.4947
RPL17-C18orf32	22.557	7.9135	8.9981	0	1.6576	13.077
RYK	2.3776	7.3812	8.4186	27.765	0.575	7.6603
DAPK2	0.6169	9.6135	18.337	14.262	11.076	0.22012
MYO15B	1.3853	1.3329	2.1995	39.173	6.3501	3.6017
PCDH9	39.236	0.0078787	0.26355	0	14.505	0.014756
BASP1	20.982	2.3781	0.58328	0	16.996	13.058
FBXO45	9.8479	17.769	14.215	4.3337	1.2888	6.5247
PDPR	18.638	10.942	12.121	6.7244	1.7875	3.7609
ARID1B	14.781	12.428	10.887	9.5309	3.2074	3.1228
GRPEL2	2.6425	22.216	10.051	5.993	7.4627	5.5898
PCYT2	22.513	10.19	10.475	9.1694	0	1.5998
SENP2	3.1785	12.364	18.643	0.57637	12.714	6.4693
FAM228B	6.6507	0.39388	3.4191	0	34.619	8.8447
MINA	12.191	13.22	9.0215	10.236	4.5674	4.6908
TM7SF2	20.009	15.368	18.425	0	0	0.1111
ELF4	5.7219	15.239	19.332	1.9191	0.86374	10.834
BAG1	7.5806	9.6947	8.7128	14.895	0.28999	12.725
MTMR1	16.728	21.727	12.729	0	0	2.7121
CCDC74B-AS1	10.227	14.283	17.128	6.295	0.42999	5.4939
CCDC113	8.0149	12.525	10.323	15.293	4.2876	3.4125
ZNF114	9.1964	16.009	13.513	5.8437	5.1801	4.1112
PTPRS	1.4867	1.9675	0.76063	0	48.323	1.3064
TONSL	4.0648	10.303	8.665	26.728	0.84749	3.2356
ZNF93	5.973	8.4676	9.6556	0.72365	28.819	0.1895
NAP1L6	8.4554	11.325	11.638	11.399	5.8939	5.1147
TTN	21.501	12.034	18.626	0.93728	0.1275	0.57768
DCT	13.614	18.078	6.8531	0	1.0662	14.186
ZNF674	8.1781	20.63	12.091	7.6595	1.195	4.0354
SUSD2	0	0.22441	0.050561	0	53.501	0
SCLT1	4.659	14.687	14.044	0	7.6687	12.703
RRAGC	24.384	4.6102	10.144	0	8.5159	6.1059
WBSCR16	12.879	6.1712	14.267	0	17.86	2.5594
MIR143HG	9.2382	14.306	14.987	5.6884	5.1312	4.365
LOC100507424	31.359	6.5825	12.274	0	0	3.4968
STK11IP	26.94	6.1015	13.647	0	1.2275	5.786
NEK1	10.874	7.2125	22.365	0	7.2601	5.9657
ULK1	0.1837	6.5803	3.792	19.133	21.826	2.1596
LOC100506548	7.8039	19.611	13.991	1.4746	6.265	4.5283
METTL21B	2.9253	5.8443	6.8538	0.47819	12.645	24.902
PI4KAP2	19.876	11.381	8.2059	7.5673	0	6.6097
TUBB2B	0.016935	18.487	0.88849	12.346	20.825	1.0554
TOM1L2	9.0541	11.757	3.9103	21.133	3.2888	4.4445
PP7080	13.191	14.723	18.199	0.12909	4.3612	2.9831
FAM92A1	0.85868	0.049698	5.4108	45.417	0.25624	1.584
ZNF550	27.512	4.3211	16.446	0	0	5.2961
ARFGEF1	4.3625	10.11	18.593	3.5164	10.883	6.0982
GPR89B	21.441	3.8834	22.711	0	0	5.5092
CEP192	7.0911	11.409	13.792	10.942	6.1773	4.1299
MALT1	10.067	12.498	13.349	3.991	3.1749	10.452
ZNF35	19.79	10.222	7.4442	11.852	0	4.2196
E2F6	12.559	8.2337	7.9943	15.313	3.5424	5.8516
DCHS1	0.50642	1.1811	0.077635	33.215	18.179	0.31268
AMZ2P1	12.598	5.0383	8.7181	5.8408	5.1436	16.117
RHBDL2	11.596	12.688	16.312	6.2356	1.0225	5.5948
ITPKC	1.2885	0.53048	5.0099	2.4835	43.167	0.9661
C12orf76	1.641	15.468	11.728	9.5782	2.7362	12.259
FOXJ2	9.5138	4.7407	9.4758	17.218	5.5949	6.8644
ASXL1	22.538	13.924	12.463	2.5682	0	1.9135
ATP5L2	17.129	12.673	4.7405	7.4482	6.5199	4.8777
TIGD5	1.4314	1.9823	2.3803	46.546	0.38875	0.64891
LRRK2	36.563	0.31029	0.55812	0.44636	2.0212	13.466
ALS2CR8	21.593	11.367	11.838	0.16545	5.4238	2.9697
LINC00471	8.0737	10.625	8.3361	6.8882	15.816	3.6088
LRCH4	4.2677	15.976	20.346	2.19	2.9962	7.5691
LOC283299	10.262	11.386	13.301	7.0293	7.3402	4.0145
AKAP11	10.083	10.548	16.721	5.802	4.22	5.9314
C5orf63	13.854	13.224	6.7435	2.8646	15.277	1.3213
PCGF6	6.0576	9.0642	16.346	8.7308	9.2487	3.8358
GNA12	1.8724	7.3724	4.4815	13.198	14.599	11.733
CBL	3.5878	14.667	18.454	3.4536	4.4087	8.6758
LOC550112	7.2036	7.5273	24.579	5.029	0.48749	8.3978
CDC25C	0	0	0.68318	0	52.531	0
ERVV-1	10.183	12.885	16.9	5.3647	3.5289	4.3376
PCNXL3	7.5499	15.555	9.9455	10.044	5.0211	5.0829
FUK	4.1784	9.3887	9.0919	26.015	1.3349	3.1847
RASL11B	0	1.3476	0.23875	0	51.264	0.34256
SNORA81	5.4405	16.898	15.473	2.7262	7.319	5.314
TNFSF12	0.37321	12.818	4.7479	0	13.348	21.878
RPL13P5	0.54801	10.234	4.8778	31.039	2.9964	3.4653
RFNG	0	1.7332	2.3213	10.455	23.334	15.308
TPO	0	0.62776	0.0092206	52.505	0	0
ACSF2	12.444	9.7548	11.705	5.0501	0	14.175
KLF8	23.871	3.6879	4.2807	16.233	4.0687	0.98097
ATF7IP2	25.471	12.421	13.785	0	0	1.3974
TPX2	2.0219	3.8505	9.3292	4.9599	30.853	2.0385
DKK2	0	1.5465	0.088553	0	50.383	1.0274
SLFN13	8.6353	11.873	15.553	5.9273	9.5867	1.4452
LOC400043	0	0.027516	2.9603	0	43.081	6.9379
KLF12	5.3343	20.339	22.924	2.1891	2.1451	0.072071
GPD2	6.1883	8.1016	14.162	6.66	12	5.8739
MYO9A	5.4129	4.6793	10.501	19.747	9.8503	2.7938
TNRC6A	10.271	8.0264	10.949	4.6637	15.313	3.7561
RRM2B	17.126	5.0424	13.161	1.5955	1.55	14.428
PIGR	30.359	7.3833	8.3845	2.8736	0.97374	2.9285
ABCA2	0.044837	14.854	24.101	1.7364	10.191	1.9421
ZKSCAN7	8.2881	11.752	16.139	6.9928	5.9851	3.6979
ARHGAP11A	6.246	12.065	12.235	1.4437	13.051	7.8123
FADS3	18.134	2.7052	1.7894	12.77	7.7613	9.6839
C12orf66	4.8802	9.2337	11.555	19.257	5.9277	1.9599
ABHD6	2.4063	16.614	15.338	10.2	0	8.2374
SMIM8	20.932	12.76	12.969	0	0.54625	5.5279
SNX13	8.1853	8.2164	12.263	5.6736	9.5698	8.8222
HDAC9	43.419	0.13644	2.2647	0	0	6.8947
CHERP	14.354	10.316	8.7202	11.816	0.93124	6.5769
SLC27A1	4.0662	7.7391	10.101	16.852	0.3475	13.608
HIST2H2BC	17.167	11.085	20.737	0	0	3.7236
SLC9A8	7.6409	13.646	13.04	4.5109	0.605	13.269
OXSM	8.9886	6.3059	12.33	6.3627	10.258	8.4602
KCMF1	15.118	13.096	12.108	8.8657	0.46499	3.0494
MYO10	3.0025	4.4988	9.0499	19.444	13.62	3.0861
TMEM5	8.3396	8.7741	7.4404	4.4937	22.227	1.4134
ZNF304	9.1461	7.3339	8.3982	23.324	0	4.4847
CCT6P3	5.2982	9.0573	17.809	5.6464	6.155	8.6766
TSEN2	17.281	18.767	8.9527	1.9601	1.4887	4.1757
C11orf82	15.307	0.51851	2.998	0	33.768	0.022439
ERO1L	0.41759	4.2659	4.8727	4.4419	1.5838	37.026
C8orf86	11.065	11.476	9.2068	9.9283	7.6047	3.3137
HNRNPU-AS1	13.58	10.737	10.563	1.5791	1.6	14.478
SLFN12L	0.55884	11.242	34.629	0	6.105	0
LEMD1-AS1	10.005	13.299	12.775	4.9565	6.6151	4.8838
GTSE1	1.7799	2.8132	3.6086	0.90093	42.904	0.5267
NUP205	2.7982	12.756	18.76	12.906	0	5.2872
PRR19	12.616	0	0.58139	5.2919	32.936	1.06
MIPEPP3	25.725	16.646	5.3508	3.24	0	1.5203
MYSM1	10.778	12.045	13.215	14.137	0.17375	2.1193
AKT2	7.246	13.116	12.572	3.7991	10.834	4.9001
DROSHA	15.138	11.942	7.0704	11.025	3.7787	3.5055
ACE	0.037901	1.444	0.40687	35.497	9.2937	5.7662
FANCA	18.571	11.469	17.52	0	0	4.8522
SETD8	7.5876	5.2443	4.1574	26.902	0	8.5116
C1orf122	3.1408	4.3641	2.9286	9.9107	19.766	12.266
GP2	11.065	12.074	12.037	10.628	2.62	3.9512
ETAA1	18.413	8.7377	13.252	0.56001	7.6238	3.7695
ZNF621	9.7911	16.796	13.501	2.4573	4.9113	4.883
ABCD1	2.3967	4.5907	7.7485	0	23.903	13.693
TRIM33	5.1815	11.124	9.3769	19.413	2.89	4.2909
MMACHC	22.636	8.0711	5.4862	10.496	0.5525	5.0159
BIVM	1.9897	5.4823	14.599	8.9519	18.404	2.8259
LOC100134868	10.704	15.936	13.584	6.0355	1.5312	4.4594
CPXM2	0	0.14261	0.056047	51.899	0.14625	0.0039024
RPGR	0.20208	16.33	4.169	29.879	0	1.6671
FEM1B	6.8054	15.338	18.023	0	5.7749	6.3056
ELL2	13.174	3.7003	5.5593	1.9509	3.5826	24.269
CBWD5	10.592	15.041	11.196	8.5498	0.98124	5.8749
CHCHD10	13.786	3.6564	4.44	0	19.315	11.024
CADM3	0	0.024909	0.53672	18.619	32.783	0.25389
CCDC58	13.007	13.975	10.644	0	0.41499	14.166
PRKXP1	17.742	10.375	8.462	2.2237	9.8212	3.5565
TRIM39	27.608	8.9165	13.955	0	0	1.6744
CABYR	0	0	1.1907	0	50.857	0.10073
EDEM3	6.2339	14.95	12.529	4.0983	6.285	8.0322
CD1D	18.115	0.98352	1.2116	0.34636	0.072499	31.398
SCIN	1.4504	4.7721	1.4138	0	32.135	12.352
SH3D19	0	0.43672	0.67011	0	49.786	1.206
SOCS1	5.0408	19.339	16.806	0	8.3851	2.5224
MAOB	0	0.19746	38.183	0	13.702	0
GALNT7	9.4339	16.304	14.098	2.0037	1.2637	8.9778
LOC143666	7.1768	13.713	11.062	14.782	0.45375	4.8748
LOC151174	0.52127	4.7778	1.2203	25.268	16.895	3.3734
MTOR	7.3908	12.199	13.116	5.5019	7.8114	6.0276
UPF1	3.6235	6.2989	5.5599	20.215	12.372	3.9637
RFC3	7.2551	11.274	17.08	9.9137	2.4811	4.0291
MERTK	0	0.010182	0.49556	0	0	51.515
KIAA1984-AS1	6.8401	6.0566	3.8951	0	26.191	9.0364
DDX28	11.409	7.6236	17.755	0	0.94125	14.277
KIAA1407	44.44	1.8934	3.8954	0.50092	0	1.2606
SOGA1	11.091	1.9854	2.1147	26.783	5.2998	4.7156
ACPL2	0.080801	2.6344	14.732	0.61364	32.781	1.1472
ZNF566	21.358	9.5209	13.536	4.5093	0.32	2.704
GINS3	1.7329	1.5284	5.8679	4.5201	35.75	2.5317
HSP90AB4P	6.5185	10.457	14.447	7.6531	4.4251	8.4139
P2RY13	0	4.8147	0	0	0	47.09
GBP1P1	0.63075	4.1718	5.7051	11.415	25.603	4.3732
SEC14L2	5.2667	6.7149	13.275	0	24.317	2.3241
DNAJC24	8.7806	8.8321	19.474	5.9402	4.8287	4.0186
MBD2	8.7058	14.407	10.305	10.232	2.5362	5.6848
PIDD	4.3521	10.902	11.741	18.092	3.0064	3.7699
SEMA4C	1.7938	6.8722	2.5936	39.234	0	1.3267
MANEA	8.8695	11.798	14.951	0	6.3897	9.7888
INO80E	8.4808	6.6445	3.9712	7.9045	23.587	1.1792
AMT	19.092	16.673	12.092	2.1046	0	1.7897
CEP85	11.223	11.382	12.713	7.2027	0	9.2121
GUF1	3.3746	15.483	20.161	7.2528	1.9799	3.4649
ZNF438	10.736	8.2453	5.071	9.1456	9.4025	9.1139
B3GALT6	0	1.1881	2.4957	0	45.288	2.7405
BICD1	21.882	6.6177	8.2366	12.908	1.3087	0.75927
ITPRIPL2	6.0166	7.225	8.4045	11.657	7.7289	10.667
ALS2CL	0.65917	6.3528	1.7284	29.71	1.4025	11.839
GPR37L1	9.5456	13.361	12.956	5.6772	6.2823	3.85
C19orf52	7.9453	9.6459	18.187	0	5.8136	10.074
ZNF561	7.8287	7.8088	10.8	4.0845	13.652	7.4866
ATAD3B	7.7129	12.32	17.482	2.3028	4.285	7.5542
MINK1	5.5737	8.9869	4.9655	18.178	8.3899	5.5615
MSL1	2.5027	14.211	10.593	0	1.155	23.183
NUS1	9.4069	5.0366	10.038	1.7745	16.663	8.7229
LOC100506054	27.217	7.5178	5.276	0	7.0324	4.5921
ZFP41	10.909	3.9493	8.9595	24.5	0.1025	3.2002
IGF2R	1.8584	4.5414	19.107	8.6449	7.1137	10.355
C6orf25	18.548	12.386	10.34	5.9484	0.4725	3.9243
WDR25	15.246	15.257	10.534	7.9747	0	2.6029
ARHGEF39	10.354	13.438	10.651	10.77	1.3363	5.0524
MFSD12	28.463	3.0769	3.828	0.98908	0.95999	14.278
ARIH1	6.8816	9.6448	19.38	2.3437	2.3562	10.988
THSD1	0	0	1.5818	30.824	19.163	0
C5orf30	3.0409	0.44298	11.494	1.3382	31.448	3.7704
ZBTB6	21.134	12.828	8.8003	1.4674	5.2162	2.0766
MFSD8	7.697	16.363	14.633	0.60818	10.305	1.9141
FAHD2CP	0.33853	13.382	23.747	0	0	14.048
ST7	0.94657	4.1078	5.0039	0	38.42	3.026
PHC1	2.5893	22.361	15.45	5.9181	3.5188	1.6411
GOLGA8T	4.6005	1.9263	2.6913	30.954	9.5005	1.7962
FLT4	1.8024	4.628	2.2809	40.787	1.195	0.72682
MAPK7	5.9184	0.48224	4.8175	14.45	14.39	11.348
TJP2	0.16484	0.90382	1.2044	43.372	4.6001	1.1608
RBFA	13.533	5.191	5.3179	7.1346	15.067	5.149
DOCK6	0	1.7316	1.3134	47	1.335	0
JAG1	0.34867	0.23424	0.97558	39.436	8.735	1.5983
FAM161A	8.2944	8.3573	9.3802	13.827	9.4472	2.02
RPL13AP6	10.906	13.901	10.305	8.043	0.43375	7.7338
ARMC9	7.6142	10.247	10.864	3.3937	13.426	5.7762
MAP1A	1.8181	2.4864	0.3435	1.0627	45.597	0
METTL21D	4.6227	11.364	20.974	1.0782	7.3612	5.9059
SLC25A13	11.076	4.036	8.6186	14.388	4.0387	9.139
SMIM18	29.726	0.87359	11.499	9.1946	0	0
MYLK	1.382	5.5139	1.5623	38.398	3.7962	0.63214
PLA2G2D	14.453	0	0.58219	0	0	36.233
DUSP28	23.848	6.9551	12.253	2.2063	4.756	1.2444
ZSCAN12	3.6097	12.12	19.242	7.5439	5.6735	3.0725
UNC119B	0.69837	0	3.2185	0.82637	46.376	0.13512
WASH5P	18.672	4.9592	11.84	8.2538	0	7.5039
UPRT	1.9608	16.162	21.866	4.9262	1.1875	5.1141
TMCC1	11.339	4.6214	10.05	10.96	6.7252	7.5084
TNFRSF10C	0	0.88999	0.22894	7.7692	0	42.304
TNK1	20.329	5.2575	12.708	0	12.836	0.05134
ZXDC	11.497	13.289	15.059	4.9128	1.2362	5.1827
MED9	6.535	12.55	11.433	10.148	10.088	0.41706
VARS	10.543	8.5284	7.468	0.25454	8.9587	15.4
ZNF440	5.466	9.4987	17.896	2.6137	11.981	3.6819
RAB40B	0	2.3092	3.2671	33.83	10.616	1.1039
C1QTNF2	2.48	4.0214	4.2667	1.7418	36.711	1.9034
LRRC2	5.9461	9.9642	17.273	6.2345	7.03	4.66
MON1A	0	6.3691	8.5336	16.311	6.2564	13.607
EMX2OS	7.6392	11.722	12.114	6.0719	9.0164	4.5051
BRF1	5.1969	13.853	10.395	20.863	0.13125	0.61281
LEMD3	10.507	19.699	16.627	0	0.22625	3.978
FAM105A	0.41433	11.287	15.908	0	1.6538	21.716
ATG10	6.9511	14.965	9.1332	11.306	5.5698	3.0472
SLC9A7	17.572	9.9746	8.9887	2.9246	5.8988	5.6023
LOC285696	8.6621	15.698	13.073	6.4475	3.1714	3.907
SESN3	19.749	14.156	8.6841	0.71455	0.93249	6.7177
CAMTA2	11.47	11.896	8.7965	11.449	0.64251	6.6938
EPHB3	0.027901	0	0.013413	0.71003	48.197	1.9961
SPATA5L1	0.22063	0.98074	8.136	17.807	13.887	9.9092
BAIAP2-AS1	8.3974	11.437	11.272	8.9847	4.7475	6.0924
MAPK11	0	4.7845	3.0789	43.064	0	0
HOXB6	3.2636	0	0.047034	0	37.906	9.6995
C15orf38	1.2565	1.3269	1.0171	5.8838	23.915	17.485
SCRN3	18.529	10.497	5.9132	0	11.685	4.2419
NFYA	2.3439	17.527	18.321	8.2328	0	4.4381
ZNF552	4.3861	17.877	15.911	7.7955	0	4.8793
WDTC1	10.169	7.745	5.679	23.628	0.15	3.4664
TTC39A	0	0	1.1871	48.297	0	1.2951
MVK	1.5862	6.6479	5.3079	28.596	8.609	0
ZNF280C	8.9605	14.893	12.568	6.5085	1.955	5.8588
MED4-AS1	1.3593	1.509	2.5472	41.203	0	4.1107
GPC1	0.19692	0.64614	0.36199	0	49.47	0.053658
FAM179B	7.7816	12.761	18.172	6.0563	0.43374	5.523
PRRC2A	10.202	8.0843	8.8553	10.635	7.9262	5.0007
SNHG10	4.5829	21.704	13.566	0	9.4664	1.3692
DVL3	4.6711	8.6956	9.3902	11.818	11.351	4.7234
KIAA1715	4.6589	16.206	10.904	0.18273	7.5889	11.108
GBGT1	1.482	17.684	1.4114	0	0.78	29.276
SP1	10.375	9.4161	10.19	6.1718	6.1187	8.3616
NR1D2	18.871	10.306	5.3066	5.8028	1.585	8.7197
C1orf198	14.756	4.8428	5.0188	2.431	22.069	1.4718
PPAPDC2	0	22.331	18.672	0	6.1938	3.3824
SIN3B	12.536	5.5721	6.4745	19.566	3.3062	3.0632
ZNF829	9.4178	14.751	13.927	7.5244	0.78874	4.102
TSTD2	0.48177	14.952	12.631	14.532	3.8987	3.9949
CTCFL	13.321	12.34	12.681	6.7085	2.4139	3.0259
KDM3B	7.499	13.673	13.853	7.9608	1.0712	6.4237
CD2AP	9.5725	0.84808	7.1508	20.722	1.6888	10.468
ZFYVE28	10.231	17.599	20.027	2.3564	0	0.23585
UBE2Q1	19.501	5.1125	5.462	0.33818	0	20.034
TTF2	4.6136	14.72	20.353	3.82	0.48499	6.4554
MECP2	3.6435	19.974	8.8595	7.4726	5.8928	4.5817
FAM221A	11.943	13.638	14.273	8.6536	0	1.9139
TMEM99	7.464	8.8285	6.8959	14.867	10.168	2.1624
PGRMC2	8.0643	9.8982	8.0651	18.52	3.2024	2.6196
FAM84B	1.6754	12.121	8.3657	24.307	1.4862	2.408
TRIM65	10.505	9.2216	13.565	7.4812	5.3374	4.2151
LOC284260	10.742	13.155	15.362	3.6846	1.5938	5.762
LOC100505783	17.746	8.9883	10.384	1.0518	7.5398	4.5865
OLFM1	0	0.082246	0.6698	23.19	25.331	1.0232
DTWD2	14.858	13.304	7.5957	3.5191	3.3325	7.6755
ZNF236	13.677	6.559	8.1011	13.894	4.6939	3.3571
UBP1	13.95	12.542	8.3178	2.9601	10.421	2.089
CPD	1.8755	7.3793	8.7389	15.708	4.5975	11.973
SLC36A2	8.9087	11.337	12.733	5.7301	7.0377	4.4884
EPB41L4A	3.5847	3.7071	2.5591	32.219	7.8375	0.32731
OTUD6A	12.627	11.166	16.314	1.3655	1.505	7.2416
LACC1	3.4124	3.7792	4.8563	3.9354	2.8999	31.327
ZNF322	6.1609	11.178	14.658	2.7763	8.7835	6.6398
SH3PXD2B	0	0.32249	0.17724	0.51728	44.334	4.8398
PFKFB2	28.994	1.3209	4.8516	0	0	15.018
DMXL1	23.014	7.911	6.535	3.0918	1.5775	8.0439
ABCA9	8.1119	8.9721	9.9655	10.088	10.416	2.6131
MAGOHB	9.1375	4.2593	11.963	11.259	7.0838	6.4524
GPRC5A	0.035321	2.2658	0.24686	0	44.931	2.6748
ADAMDEC1	1.7983	0.56249	0.85562	0	0	46.934
SLC7A1	19.417	6.1026	6.656	11.48	4.4752	2.009
A1BG-AS1	0.27272	6.7471	11.764	0	28.988	2.3658
ARL3	5.1168	7.6233	15.652	3.1174	14.808	3.8197
LGALS7	0	0	0	0	50.136	0
TP73-AS1	6.3496	7.9655	12.968	10.83	8.5434	3.475
RHPN1	0.25546	3.2624	6.9157	39.107	0	0.58794
LINC00629	12.251	13.323	18.212	0	1.6075	4.7268
