Gene	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
RP5-1172A22.1	1.3167	0.97444	1.971	1.1471	0.66229	1.2401
MAGIX	1.0015	1.9854	1.5002	1.3703	0.75476	0.69241
FBXO48	1.7077	0.68786	1.3654	0.90316	1.72	0.91977
EMP2	1.0777	0.84413	2.1627	1.1896	0.96545	1.0592
TIMM8AP1	0	0	0	0	4.6	2.6919
RP11-480N24.4	5.7136	0	0.95183	0	0.62129	0
ZNF469	1.3113	1.0628	4.0453	0	0.25157	0.61491
RP11-1079K10.2	2.1097	0.73991	2.7474	0.47796	0.36965	0.83692
RNASE3	0	4.3349	0	2.9435	0	0
SV2A	0.23381	0.17009	1.1483	0.489	2.3619	2.873
ACOT1	1.0369	0.42727	2.4627	0	1.3246	2.0201
AC108448.2	0	0.70341	5.8624	0	0.14377	0.55806
AC007790.4	1.6928	0.83901	1.0192	0	2.1819	1.5346
HAS3	1.281	0.83367	1.5517	0.12744	1.6172	1.8499
LRP12	0.19315	1.6884	3.305	0.24426	1.0475	0.77496
AC007126.1	1.2809	0.77637	2.1214	0.86027	0.84203	1.3642
NPM1P41	0.94031	0.77109	1.9402	1.8055	0.8677	0.91448
AF131217.1	0.17285	0	5.1781	0	0.6469	1.2299
HKDC1	0.05083	0	0.27417	0	4.8162	2.0823
RPL5P8	1.3776	1.3652	0.69837	0	2.0384	1.7414
RPS2P32	1.1694	1.695	1.6193	0.72257	0.94989	1.0644
RP3-327A19.5	1.4793	0.54706	1.63	0.82834	1.3812	1.3539
RP13-188A5.1	4.5957	0.27617	0.68808	0	0.83177	0.82669
NUDT11	0.18306	0.052107	5.832	0	0.29783	0.85259
SRD5A3-AS1	1.164	1.0525	2.1934	1.1682	0.59043	1.0489
AC068152.3	2.5364	0.47942	1.583	0	1.4786	1.1317
RP11-523H24.3	1.7433	0.35959	2.2196	0.97753	0.89331	1.0128
BX571672.1	1.9469	0.88051	1.9866	0	1.0269	1.3537
NEURL2	1.4639	1.2608	1.2313	0.095677	1.679	1.4623
DNAJB13	2.1551	1.0422	1.402	0.06372	1.5455	0.9816
SLC19A3	1.1591	0.77115	2.2706	1.1578	0.70853	1.1212
PCSK4	0.38608	0.35429	2.328	0	1.5813	2.5373
SLC25A5-AS1	1.5658	1.0735	1.7586	0.14873	1.3246	1.3125
AL034550.1	0.3762	0.24488	1.4999	0.34517	2.6543	2.0615
SLC27A5	1.2809	0.33352	1.6248	0	1.7302	2.2116
7SK.94	0.50325	1.923	1.045	2.3419	0.28238	1.085
AC092171.4	1.0877	1.0109	2.116	1.1312	1.0474	0.78547
CDCA8	0.92522	0.42728	1.9969	2.0391	0.91904	0.86801
HAP1	1.2302	0.95867	2.0067	1.1683	0.85228	0.95596
CTD-2609K8.3	1.4538	0.42203	2.1878	0.88689	0.97544	1.2454
SOX15	0.9861	2.8765	1.1482	0.57349	0.69317	0.88862
AC046185.1	1.6112	0.90663	1.2158	0	2.3206	1.111
CHAC2	1.8097	0.25011	1.9864	1.1047	1.0834	0.93005
DYNC2H1	0.96234	0.66697	2.4364	0.010621	1.1349	1.953
CCDC144A	0.42708	1.4798	2.4415	0.6269	1.0269	1.1573
CLEC3B	0.3151	5.3778	0.73445	0	0.39021	0.33583
GSTA4	2.4911	0.29183	2.7416	0	0.43128	1.1935
MYBPH	0	0.079851	0	7.0663	0	0
AC074386.1	4.1788	0	0	0	2.3106	0.65627
RP11-96L14.7	2.0434	1.928	2.2402	0	0.34402	0.589
CENPF	0.84378	0.17716	2.9175	0.010625	2.2079	0.98697
NDUFB2-AS1	0.82856	0.51582	3.2753	0.18584	1.0012	1.3331
AC097724.3	0.7625	1.3338	1.3086	2.2364	0.84214	0.65623
GAPDHP42	2.3635	0.64609	1.3759	0.5576	0.9396	1.2556
AC009095.4	1.5352	0.4325	2.0533	0.56302	1.145	1.4004
RP11-863K10.4	1.5607	1.1776	1.6295	0.24441	0.99083	1.5241
HDX	0.90485	3.0531	2.4625	0	0.33882	0.36684
SLC6A12	0	4.6477	0.056904	2.3818	0	0.031004
RP11-486O12.2	1.6623	0.5888	1.8831	1.0621	1.0269	0.89381
CTD-2366F13.1	1.2762	1.1516	1.3401	1.2533	1.2322	0.8629
TMEM151B	1.4944	0.55226	2.3906	0.0531	1.1449	1.478
SEMA4G	2.2669	0.39599	1.7171	0.10621	1.6481	0.97646
CYP2E1	0.74212	0.01042	2.5407	0	1.484	2.3305
DEFB109P3	2.2115	0	1.1434	0	1.7609	1.9893
AC013283.3	1.22	1.3131	1.5936	1.0727	1.0782	0.82672
AC126309.1	1.2914	0.78161	1.8518	1.5136	0.68805	0.97656
MCF2L2	0.65068	0.43772	1.5836	0.81778	2.2952	1.3175
PPIAP19	0.12708	0.73988	0.42934	5.183	0.40559	0.21698
PSAT1	1.0674	0.052099	2.1059	0.065679	1.7971	2.0099
AC002480.5	7.0969	0	0	0	0	0
AL592103.1	1.1488	0.90151	2.1726	1.2746	0.6777	0.91971
HM13-IT1	0.97585	1.183	1.9555	0.78595	1.1861	1.0076
DYX1C1	1.0267	0.99005	1.0296	2.7453	0.6367	0.66132
RP1-76C18.1	1.4741	0.84407	2.0902	1.0516	0.89329	0.73378
KCNC4	1.8098	0.5419	1.0659	0.23364	1.8588	1.5655
ZNF772	2.5419	0.51064	1.9609	0.37171	0.8728	0.81639
UBE2T	1.6569	0.42726	1.8366	0	1.602	1.5501
TTC30B	1.9417	0.67744	1.3709	1.147	0.70341	1.2298
AF235103.1	1.3115	0.71389	1.8211	0.21242	1.4993	1.5087
B4GALNT4	0	0	0.68287	0	3.1167	3.2607
AC114730.11	1.8757	0.28658	0.5432	0	2.6803	1.6741
RP3-508I15.9	1.2101	0.057319	1.6761	0.15405	1.7764	2.1854
LRRC39	1.2604	0.9275	2.2344	0.23373	1.1245	1.2763
AL031009.1	1.4793	0.54193	2.96	0.32394	0.96	0.79053
EBI3	6.831	0.22309	0	0	0	0
ADAMTS4	0.54894	0.46897	1.956	0.98756	1.4119	1.679
AC091057.1	1.2812	0.69301	1.4798	0.06375	1.9767	1.5551
SLC9B1	1.9723	0.36995	1.4536	0	1.6842	1.5658
NRADDP	0.32531	0.96906	2.0951	2.4322	0.60592	0.6149
RP3-370M22.8	0.35583	0	1.8469	0	1.7149	3.1208
MYCBPAP	1.2914	0.22451	1.8419	0	1.8124	1.8602
IGLV4-3	7.0302	0	0	0	0	0
AC002558.3	1.1387	1.0628	2.1622	0.89226	0.79062	0.98179
AC007038.7	1.2505	0.26054	3.6569	0.27088	0.9087	0.67686
RP11-119D9.1	0.44726	0.33868	1.2002	0.56822	3.2966	1.173
OLMALINC	1.8756	0.19279	1.945	0.28145	1.1295	1.5914
AC092579.1	1.2148	0.74508	2.5919	0.51508	0.83688	1.1109
RP11-110I1.12	1.403	0.48978	1.1845	0.095597	2.1923	1.6484
POC1A	1.2506	1.3861	1.6608	0.99846	0.78552	0.92999
PGM5P1	1.5506	0.67214	2.0177	0.84967	0.94977	0.97146
EIF3EP1	1.3672	0	2.6016	0	1.4582	1.5813
SPATA7	0.81337	1.2818	1.4847	0.15931	1.5864	1.6792
LINC00987	0.35076	0	2.9073	0	0.96522	2.7798
AC006001.2	0.6303	1.6049	1.5106	1.8534	0.65716	0.74411
HIST1H1E	0.68121	1.3547	1.0969	2.2639	0.60586	0.99736
DNAJC5B	5.5301	0.69824	0.33628	0.18056	0.08215	0.17052
RP13-401N8.3	1.2455	0.23971	4.1277	0	0.88313	0.50122
LINC01356	0.92014	0.75551	2.2038	1.4552	0.73433	0.92493
RP11-20I20.4	1.3725	0.14587	3.3365	0	1.0268	1.1111
GPR34	0.24401	5.3461	1.0087	0.26553	0.051343	0.067171
AC007875.2	1.037	0.32305	1.0709	0.22325	2.177	2.1496
AP000304.2	1.21	0.82329	1.8106	1.0409	1.032	1.0592
RP11-30L15.4	1.0928	0.71905	1.6705	1.7046	0.74965	1.0386
AC012314.19	0	3.0899	0	3.8716	0	0
RN7SL277P	0	1.9228	0	2.3587	1.1449	1.5345
KALRN	0	0	2.261	0	3.5837	1.111
SLC23A3	1.8504	0.76077	1.3814	1.1552	0.97041	0.83699
RP11-281O15.3	1.1794	1.0785	1.816	1.3649	0.67772	0.83713
AL391730.1	1.2554	0.73475	1.8934	1.2744	0.90363	0.88868
LINC01291	2.5724	2.23	2.0689	0.042495	0.010269	0.020669
CALML6	1.271	0.18758	2.7366	0	1.0321	1.7156
SMAD1	0.17835	4.4704	1.3346	0.09559	0.66754	0.19638
RP11-323N12.1	1.6521	0.78684	1.0917	0.22316	1.6996	1.4882
CTH	1.2913	0.97965	1.5987	0.28675	1.0476	1.7309
CTD-2083E4.4	1.7335	0.45853	2.3326	0.13809	1.1756	1.0952
SNRPGP15	0	0	3.9214	0	1.7404	1.2711
SNX18P13	0.55408	0	3.0992	0	1.2735	2.0051
RP11-577H5.1	1.1997	0.5159	1.2779	0.64784	1.8125	1.4777
LDLRAD2	1.5358	0.42726	4.722	0	0.071882	0.1705
MIR210HG	2.9942	0.16674	1.7533	0.14337	1.0013	0.86804
PEX12	0.95572	0.28138	1.2984	2.0181	1.3451	1.0179
RP5-903G2.2	0	5.0386	0.39316	0.69631	0.55964	0.22734
BGLAP	1.4641	0.85455	0.92088	1.3594	1.3861	0.92478
CFAP126	1.0828	0.94832	1.2674	0.40888	1.5299	1.669
AC011295.5	1.6826	0.041683	2.0279	0	1.4428	1.7104
ACVR2B	0.51845	0.38558	1.3915	0.19118	2.6446	1.7723
CACNA1E	0.19321	0	0	6.708	0	0
CDT1	0.68115	0.32807	2.5247	0.21248	1.5916	1.5604
RP11-100G15.5	1.1793	0.54714	1.8002	0	1.2323	2.139
MYRF	0.16776	0.20844	4.9875	0.058437	0.51339	0.96115
AC090651.1	4.5705	0.17715	0.051736	0	2.064	0.031001
ZNF727	2.1044	0	4.1439	0	0.28242	0.36167
PRR13P5	0.7624	0.77641	0.78121	1.6094	0.66747	2.2942
AC097382.5	0.86422	0.77633	1.8876	1.8055	0.69302	0.8578
AC008984.7	0	1.8344	0	5.0498	0	0
CTC-564N23.2	0.26431	2.4751	1.645	0	0.47749	2.0153
RP11-553P9.2	1.22	0.92743	1.6705	1.1318	0.85751	1.0696
INCA1	1.6876	0.95888	1.5106	0.20186	1.3708	1.1368
RP11-183E9.3	1.2302	0.75553	1.8883	1.3118	0.71367	0.96631
AC103563.8	0	0	0	0	4.1997	2.666
SLC35G2	1.3064	0.72417	2.0383	1.0728	0.59044	1.1315
LOXHD1	0	3.0016	0.056893	3.6856	0.03594	0.082671
IGLV3-13	0	0	4.4389	0	0	2.4233
C15orf48	0.19321	4.8251	0.31038	1.0834	0.12322	0.31521
AL160008.1	0.67609	0.67729	0.74511	2.6771	1.2015	0.86813
AL009179.2	1.0929	0.53672	1.4587	0.23366	1.8126	1.7104
EEF1A1P6	1.3064	1.1933	0.86919	0	1.6226	1.8499
AOAH-IT1	0	0.30742	0.44493	6.0886	0	0
PRKAR2B	0.34562	4.6492	0.92589	0.03186	0.41073	0.47539
AL445222.1	1.6673	0.87535	1.5159	1.0994	0.72392	0.95598
RBM44	0.77262	1.3443	1.5725	1.4978	0.70348	0.9454
PAX8	1.9423	0.76067	1.3246	0.20181	1.4325	1.1729
WNT7A	0	0	0	0	5.5861	1.24
GNG8	4.0459	0	0	0	2.7775	0
AC093376.1	0.99148	0.73467	1.7898	1.4975	0.89332	0.91461
C15orf52	1.4133	1.2401	2.08	0.6162	0.64186	0.82668
RP11-195E2.1	1.9368	0.20321	1.8471	0	1.1552	1.6741
RP11-284M14.1	1.9825	0.45334	0.79151	0.48881	1.7765	1.3228
EXTL3-AS1	0.89972	0.18237	3.1355	0.2816	1.1192	1.1937
ANKRD13B	0.6611	0.16675	2.333	0	1.5146	2.1338
GPT2	4.2607	1.2296	0.71383	0.030894	0.28751	0.28418
ZNF177	2.0739	0.31263	2.0431	0.7544	0.84719	0.77514
KIAA0319	0.77277	0	0	6.0218	0.010268	0
AL596114.1	1.3013	0.62005	1.0295	0	2.0279	1.824
GNAZ	3.6296	0.031263	2.379	0.11682	0.29267	0.3462
SYCE1L	0.91521	0.66702	1.8522	0.21243	1.6792	1.4675
C1QL3	1.271	0.87539	2.1107	0.08496	1.412	1.0386
LINC01422	0.83362	0.26053	2.5351	0.42488	1.3505	1.3847
CD27-AS1	1.7689	0.92747	2.0695	1.1205	0.42105	0.48047
CR381653.2	1.9212	0.52629	2.6535	0.074343	0.57499	1.0335
AC002511.1	1.037	0.77108	1.7847	1.7843	0.32859	1.0749
FGF11	1.0268	0.73977	1.3348	1.3807	1.0268	1.271
OLA1P2	0.86922	0.72945	2.8451	1.1524	0.5647	0.61488
FAM184A	0.14232	0.013477	0.051721	0	4.8568	1.7103
FLJ37035	1.159	0.33346	2.685	0	1.6122	0.98179
FGD6	0.63024	5.6386	0.22761	0.053103	0.11809	0.10336
RTCA-AS1	1.3776	1.1725	1.3295	0.41432	1.4017	1.0749
PPFIBP1	3.6699	0.44811	0.62595	0.1257	1.0783	0.81641
RP4-682C21.2	2.7095	0.27094	1.4847	0	1.1758	1.1213
ANAPC1P1	0.050828	0.010421	0.15	0	0.10269	6.4481
KLHL25	0.39647	0.34384	2.6122	0.15932	1.7612	1.4882
OR7E7P	1.9061	0.22928	2.173	0	1.3195	1.1315
AC079460.1	0.86423	1.485	0.6984	0.57378	1.7662	1.3692
RPS21P1	1.4233	1.1151	2.0282	0	1.0115	1.178
CAPS2	1.5555	0.29179	2.8764	0	0.86248	1.1678
ITIH5	1.2403	0.8024	1.7543	1.3068	0.82151	0.82675
KRTAP5-AS1	1.6519	0	1.1689	0	1.443	2.4801
RP13-726E6.2	0.45751	2.1155	1.3245	0.7651	0.91393	1.1626
LINC01136	0.72687	0.93271	0.12935	4.531	0.16432	0.24803
PLK1	1.4028	0.80245	1.4025	0.83901	1.443	0.84226
RP11-367J7.3	3.2688	0	3.1401	0	0	0.32035
ZNF208	3.3144	0.02084	0.76576	0.071727	1.9869	0.56324
TMEM185AP1	0.96589	0.42728	2.4471	0.52053	1.0526	1.3074
SMIM1	1.8098	1.2297	0.78126	0.37189	1.4272	1.1006
AC008749.1	2.1808	0.6514	1.3708	0.74912	1.1296	0.63558
AC005276.1	0.74214	0.4481	2.4677	1.3437	0.92932	0.78547
CTD-2587M2.1	1.281	0.32825	1.8936	1.6888	0.73941	0.78533
NCR3LG1	0.17284	0.7659	3.0475	0.037186	0.49807	2.1908
RP11-435F17.3	2.0944	0	0.20693	4.3774	0	0.031005
FAM171A1	0.030504	0	0.96734	0	3.5884	2.1233
AC006504.1	2.1047	0.70865	1.4744	0.57386	0.96521	0.87847
RP11-764K9.1	0.69636	2.1988	0.19141	3.4469	0.0051338	0.16533
CREG2	1.047	0.97951	1.5314	1.0621	1.0114	1.0696
NIPAL1	0.46776	1.1774	0.63131	3.0056	0.77022	0.64581
RP11-15H20.6	1.6877	0.28657	2.0072	0.095587	1.2989	1.3176
NPIPA7	1.627	0.44813	1.8056	0	1.3451	1.4675
AC124319.1	0.5388	0.45329	3.2696	1.668	0.37481	0.38755
TUBA3FP	1.388	0.36475	2.9022	0.23366	0.81641	0.98699
TRIM58	1.7385	1.3443	1.7282	0.48858	0.68288	0.70791
PPIL6	1.6577	0.90664	1.5518	0.78597	0.79587	0.98686
CCNA2	1.1693	0.47932	1.785	0.48891	1.5044	1.2555
CXCL6	0	0.13546	0	6.5377	0	0
B4GALT1-AS1	0.90984	1.5475	1.314	2.2307	0.29776	0.37202
RPL13AP7	2.1195	0.63047	0.87951	0	1.6739	1.364
AC091524.5	0.90995	0.90149	1.8314	1.1949	0.80097	1.0283
RP4-673D20.3	0	0.4377	0	6.2238	0	0
RP11-390P2.4	0.17283	5.9921	0.47589	0	0	0.020666
RP11-125K10.4	1.3267	0.54713	1.4688	1.4179	1.0833	0.81635
AC018462.1	1.3424	0.73471	1.9657	0.93993	0.76496	0.9094
ATP6V0E2-AS1	0.47786	0.052106	0.55352	0	3.0553	2.5166
AC012358.4	1.1539	0.6253	1.6709	0	1.6943	1.5036
TBX6	2.318	1.6361	0.78634	0.22315	0.94473	0.73892
JADE3	5.9226	0.52625	0.13971	0.026563	0.030804	0
AC020571.3	0	0.031263	0.34661	0	5.1648	1.1005
RP11-13P5.1	5.2363	0.25012	0.19658	0	0.51344	0.44434
LINC01465	1.383	2.7615	0.99856	0.28156	0.46203	0.74932
AL590623.1	3.6652	0	2.9696	0	0	0
RP11-179H18.8	0.33037	0.67217	0.59498	0	3.6866	1.3488
IAPP	0.98624	0.71907	1.8782	1.3487	0.73421	0.96626
CFHR1	1.0574	0.7294	2.679	0.98781	0.7137	0.46506
AL391803.1	1.1591	0.85978	1.821	1.2002	0.71367	0.87318
SIGLEC16	0.22366	5.9302	0.072425	0.25498	0.071877	0.072336
AC018804.6	1.3062	0.18237	0.79143	0	2.0741	2.2682
RP5-839M11.1	2.0129	0	1.8676	0	1.2529	1.488
CLSPN	0.68131	0.50026	2.5348	0.95592	0.83688	1.1109
RP11-356N1.2	1.1283	4.6842	0	0.80754	0	0
CCDC152	1.4435	0.11462	2.5088	0	1.0013	1.5501
AC112706.1	1.1591	0.87533	1.7744	0.89232	0.74443	1.1627
RP11-404O13.5	1.2758	0.88582	1.8158	1.0993	0.67257	0.85778
RP11-326C3.11	0	0	1.9084	2.619	1.2425	0.83702
KY	0	0.020842	0	6.575	0	0.010332
RP11-330H6.5	2.8162	0.40118	0.10864	3.001	0.0051348	0.26348
AC098614.2	0.63537	0.16674	3.7932	0	0.73418	1.266
RHEBP2	0.90488	4.6115	0.8588	0	0	0.21701
PARK2	1.1995	0.63568	1.4433	0.73282	1.2321	1.3487
AC102799.1	1.352	0.53149	2.3176	0	1.1195	1.2712
CFL1P5	0.34572	0.9119	0.82232	3.42	0.44669	0.64074
RN7SL546P	0	0.86494	1.1331	3.9932	0.59556	0
TACC2	1.3623	0.60438	2.2083	0.77534	0.71365	0.91975
C10orf25	0.48807	3.4911	2.2245	0	0.035938	0.3359
RP11-569A11.1	0.41184	0	0.52244	5.2584	0	0.38236
ASS1P12	0.93525	0.67215	2.1311	0.22839	1.1347	1.4724
RNF208	1.5862	1.3444	1.3813	0	1.1964	1.0644
AL139184.1	0.92522	0.30221	1.3243	0.069063	1.8021	2.1495
SYDE2	0.71169	0.093803	0.1966	0.21241	2.8239	2.532
IGKV2-26	6.5681	0	0	0	0	0
CFAP74	1.2098	0.82334	1.8262	1.1578	0.7857	0.76476
AC006027.2	1.1998	1.2662	0.53286	2.055	0.29262	1.2193
COL1A1	1.3419	0.26055	1.0708	0.63727	1.1449	2.0978
MTMR8	1.4435	0.36479	2.0744	0	1.371	1.2969
AC013448.1	1.1843	0.85455	1.9967	1.0621	0.73428	0.71815
GP5	0.122	0	0.37237	0	3.6915	2.3616
NAPSA	2.5108	0.51069	1.3144	0.095617	1.068	1.0385
NRL	1.9927	0.8442	1.1537	0.41789	1.0064	1.1213
WDR11-AS1	1.1641	0.91704	1.5571	1.2214	0.73422	0.94042
AC005702.2	1.347	0.35429	1.7379	0.61599	0.99617	1.4777
PRICKLE2-AS3	1.1946	0.81281	1.6192	1.2217	0.78557	0.89379
KIR3DL3	0	0	6.1917	0	0	0.33589
INTS6-AS1	1.1843	0.49501	1.4223	0.37177	1.5145	1.5396
RP11-52B19.10	0.91512	0.40644	0.80699	0.7594	2.1874	1.452
DSP	6.5125	0	0	0.01062	0	0
RAD51AP1	2.8671	0.58366	1.8937	0.12749	0.52878	0.52185
S100A1	1.9011	1.0007	1.3967	0.33989	0.90364	0.97135
RP1-64K7.4	0	0	2.2195	1.8056	1.3553	1.1264
AL121758.1	0.15759	2.8971	0.87944	2.2622	0.12839	0.18084
SGOL1-AS1	0.8389	0.088582	3.0941	0.50981	0.81122	1.1627
EDA	0.19313	0.24147	0.24318	0.19114	3.2963	2.3355
RP1-149A16.16	2.0998	0	1.5883	0	1.8126	0.99731
PPFIA3	0.44739	0.10419	2.2871	0	1.5299	2.1234
IGKV6D-21	6.4916	0	0	0	0	0
LINC01537	0.88959	0.87537	0.99328	0.64799	1.0731	2.0099
AQP6	1.1895	0.80236	1.764	0.79659	1.0578	0.87849
DMRTC1B	2.9227	0	0.17072	0	1.71	1.6845
AC012358.8	1.047	0.81803	2.3533	0.632	0.85747	0.775
RP11-6L6.2	2.7857	0	1.0657	0.43012	1.1502	1.0491
TRAPPC12-AS1	0.72692	0.53668	1.495	2.6188	0.58016	0.52187
IGHEP2	0.58449	3.0376	0.83805	1.2214	0.34402	0.44957
CLDN7	0.8642	2.637	0.77085	0	0.58528	1.6174
CACNB4	0.37617	0.8025	0.56397	4.3538	0.17969	0.19633
GLB1L2	0.36608	0.041681	2.1468	0.074333	1.1244	2.7179
TLR3	0.16266	0.12509	3.8284	0.12745	0.59048	1.6331
RP11-323J4.1	0.93021	1.0265	2.0074	1.1259	0.58022	0.79581
CLCN5	0.71195	3.4497	1.2473	0.33988	0.37998	0.33589
CTD-2203K17.1	1.0422	0.60436	2.0847	0	1.5247	1.204
SGCE	5.2961	0	0.35179	0	0.16429	0.64588
ERI2	0.73207	2.5216	1.6767	0.27613	0.80614	0.44439
SLC16A4	1.6877	0.75032	1.6142	1.0727	0.6316	0.69747
SLC5A5	0.93528	0.41685	0.97254	0.64794	1.8637	1.6173
RP11-677M14.5	2.0941	0.39076	1.6968	0	1.1348	1.1367
RP11-572C21.1	1.7383	0.86495	1.9088	0.69567	0.59563	0.6458
DENND2A	1.2402	0.67735	1.7279	1.0834	0.84205	0.87322
APLF	1.8402	0.90672	1.1073	0.10621	1.3505	1.1315
ZBTB12	2.2364	0.51064	1.4124	0.053107	1.2065	1.0232
PDE4C	1.159	0.77118	1.8723	0.8922	0.78554	0.96102
MIR4458HG	1.4437	0.59924	1.4639	0	1.7146	1.2194
EIF4A2P3	1.3318	0.65656	1.3192	0.22305	1.6175	1.2917
RP11-175P19.2	1.5911	0.19799	1.795	0	1.4378	1.4159
H2AFZP6	0.31012	0	0.85884	0	1.9614	3.3071
PARPBP	1.2608	0.72427	2.0642	0.058439	1.0474	1.2815
AP002954.4	0	4.57	0.30519	0	0.82138	0.73878
RPS12P26	4.0307	0.46378	0	1.1364	0.52377	0.27901
RP11-159F24.3	1.7538	0.20841	2.0952	0	1.1502	1.2245
AC095055.1	1.1387	0.67222	1.8831	0.81775	0.89342	1.0232
RP11-54F2.1	3.452	0	0.40352	1.908	0.31831	0.34621
COL11A2	0.48816	0.47935	1.4175	0.93492	1.6377	1.4676
TMED7-TICAM2	0.62539	1.808	1.6659	1.1054	0.45181	0.76472
CLEC6A	0	6.2636	0	0.14876	0	0
RNF43	1.6674	0.050525	2.2142	0.053121	1.1143	1.3124
RP11-295K3.1	0	2.5583	1.1123	1.4724	0.77017	0.49598
ATP1B3-AS1	0.55412	1.3079	2.4676	0	0.72404	1.3539
AC006357.1	1.1337	0.37514	2.2814	0	1.0886	1.5244
TRGV6	0	0	5.8703	0	0	0.53223
AC046143.3	1.1288	0.73992	2.239	0	0.8472	1.4467
TRBV1	0	0	0	0	5.2675	1.1315
ANKRD20A3	0.66592	0	2.7112	0	1.3092	1.7104
FAM132B	0.091499	0.07295	6.1252	0.10089	0	0.0051671
RP11-445P17.8	0.18808	0.1928	3.7091	0.26024	1.6018	0.43919
CTC-384G19.1	1.3471	0.60963	1.5264	1.4127	0.66228	0.83195
XXbac-BPG249D20.9	0.89469	0.42728	1.8108	1.2429	0.9807	1.0334
KIF19	0	0.031263	3.6256	0	0.62636	2.1028
NEK11	1.1386	0.7399	0.90027	0.78628	1.7252	1.0955
ITGA10	1.6266	0.4481	1.8779	0.19119	1.2373	0.99719
RND1	3.0905	0.083372	0.85349	0	1.0321	1.3177
ZSWIM3	1.3317	0.51065	1.702	1.1365	1.0063	0.68719
CAMSAP2	0.23891	2.4491	0.082781	0.021241	2.5621	1.018
SRGAP3	0.93539	1.2818	1.9445	0.37175	0.98586	0.85254
C11orf65	0.97605	0.31265	2.8251	0.14874	0.88304	1.2196
AC004743.1	1.2556	0.58363	1.9865	1.0569	0.66235	0.81127
DMC1	0.86399	0.50023	2.1829	0.97714	0.93957	0.88368
AC005512.4	1.2962	0.77115	1.4174	1.4549	0.53901	0.86801
C21orf140	1.3521	0.39602	1.8056	0	1.4685	1.3228
OTX2-AS1	1.398	0.83892	2.2918	0.37708	0.58526	0.85252
CLIC2	0.3597	3.21	0.36731	1.6408	0.33375	0.42885
AC073585.2	1.2201	0	1.0708	0	2.3002	1.7463
PPP2R3A	0.84395	0.81288	1.3452	1.3563	0.96519	1.0127
ABHD1	0.77269	0.68804	1.5882	0.27615	1.4479	1.5604
AC120194.1	0.71667	0	0	0	3.3219	2.2939
GIPC3	0.4778	0.010421	1.304	0	1.8945	2.6403
CTD-2340E1.2	1.2505	0.8337	1.8105	0.70097	0.87279	0.85766
XRCC2	1.281	0.45858	2.3074	0.48857	0.83703	0.9457
NPM1P51	1.2049	0.70339	0.87928	0	2.0744	1.4519
SEMA3B	0.3762	0.53142	0.71915	3.6747	0.4364	0.57348
ITGA1	0.14233	1.0892	0.37249	2.7108	0.88814	1.1057
CYP4F12	0	0	0.08277	5.2139	0.47752	0.53221
AC004967.7	1.8505	0.35953	1.1898	0	1.4634	1.4416
RP11-731F5.1	6.3024	0	0	0	0	0
P3H3	0.12707	0.66686	0.051735	0.81781	2.2747	2.3613
NRAV	1.1845	0.34912	3.3878	0.074338	0.50832	0.79049
GJD3	1.6776	1.8549	1.314	0	0.74453	0.70275
TRGV1	0.24911	0.37516	3.9366	0	0.61097	1.1212
TRO	1.3423	0.020843	3.1721	0	0.86782	0.88866
TRIM47	1.6163	0.031263	0.81746	0.07435	2.4284	1.3228
PIK3CD-AS1	0.66082	0.89105	0.23797	3.8607	0.30292	0.33579
CTA-833B7.2	0.24907	0.19277	0	5.8467	0	0
AL590365.1	0.9203	0.66175	1.6553	0.65323	1.2066	1.1884
RAB39A	1.3114	4.7625	0	0.20712	0	0
AP002387.1	0.58454	1.0004	1.4745	1.5773	0.80103	0.83695
PXDC1	4.4684	0.91178	0.020691	0.77008	0	0.10334
RP11-343H5.4	0	2.5113	0.95186	1.801	0.30807	0.69757
RP1-315G1.3	2.2828	0.60441	1.2053	0.5845	0.61097	0.98177
LINC01013	5.87	0.06253	0.17589	0.010628	0.092429	0.056835
NIPAL4	5.7334	0.23967	0	0.15932	0.10268	0.031006
L1TD1	1.2709	0.90654	1.6606	0.90292	0.68796	0.83197
GINS3	1.1896	0.77123	2.6071	0	0.69821	0.99215
OTX1	0	0	0	6.2576	0	0
AC116562.3	0.88453	0.36473	2.7936	0.15938	1.0628	0.99218
RP11-318C24.2	0.33044	0.8753	0.83803	3.2443	0.37994	0.58903
CLEC9A	0	0.072947	0.12415	6.0596	0	0
RP5-835G14.1	0.83863	0.40642	1.7435	1.0993	1.1502	1.018
DDX43	1.3827	0.43767	2.1887	0.31864	0.82137	1.1058
DRICH1	0.79297	0.36475	2.0174	1.1524	0.94478	0.97668
PM20D1	1.3623	0	2.0951	0	1.417	1.3745
CTC-441N14.2	1.0577	0.5054	1.8983	0.61068	0.88306	1.2916
AC090587.2	0.8437	0.69296	1.0039	2.2996	0.7496	0.65625
MITF	0	6.0127	0.23277	0	0	0
ZSCAN5A	1.098	1.7195	1.2935	0.042522	1.0731	1.0179
RP11-317N12.1	1.4691	0.59925	1.6969	0.92402	0.88301	0.67171
FTH1P15	0	1.9538	0	4.275	0	0
AC138645.2	1.3727	0.54712	1.9556	0.34003	1.1296	0.88359
TOB1-AS1	1.7282	0.81285	0.79667	0.90306	1.1039	0.88354
RP11-5L12.1	0.94547	0.84408	1.6602	1.2217	0.58528	0.97131
