Symbol	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)
PRDM12	50.75	61.8125	67	70.58333333	58.6	61.77272727	53.07692308
HSPC072	89.25	67.25	67.83333333	32.58333333	55.4	45.68181818	65.57692308
FAM108C1	28.5	39.8125	44	93.08333333	132.6	42	43.5
UAP1L1	50.75	121.625	62.83333333	61.66666667	30.6	52.77272727	43.23076923
C2orf44	84.75	52.5625	42.16666667	50.33333333	44.8	82.22727273	66.61538462
ZYG11B	32	45.625	43.66666667	56.33333333	144	59.36363636	42.42307692
ANG	37	205.5	56.16666667	26.58333333	28.8	34.68181818	34.53846154
IGSF10	59.5	67	62.83333333	51.25	61	50.5	71.11538462
MMACHC	70.25	63.5625	60.16666667	56.16666667	53	59.77272727	60.26923077
LOC388387	78.25	60.4375	60.33333333	43.83333333	70.8	49.40909091	60
KIAA1908	86.75	50.9375	53.66666667	48.41666667	46.6	72.22727273	64.42307692
GTF2IRD1	48.75	72.375	95	38	39	57.81818182	72.03846154
MORN2	40	138.6875	60.5	45.16666667	23.2	28.72727273	86.69230769
PRAMEF11	75.75	57.6875	60	39.75	44.4	59.22727273	86.15384615
PPAPDC2	41	59.625	30.66666667	29.66666667	36.6	152.2272727	73.03846154
KLHL26	33	55.6875	57.33333333	86.5	40.8	75.09090909	74.30769231
IL1RAPL2	75	65.75	64	29.5	64.2	58.63636364	65.61538462
IL2RA	82	34.5	33.5	51.5	41.6	138.0909091	41.34615385
C10orf62	69	66.1875	70.66666667	46.5	59.2	53.09090909	57.84615385
SEMA5A	66.25	63.5625	67	58.08333333	56.6	59.95454545	50.92307692
SAMD8	35.75	52.4375	62.83333333	89.25	104.6	33.13636364	44.34615385
GJB6	14.25	11.1875	11.16666667	10.58333333	334.4	17	23.73076923
GRM8	75.75	65.4375	54.16666667	41.5	80.6	44.63636364	60.19230769
ZNHIT2	39.25	75.0625	67.66666667	84.75	42	63.90909091	49.5
LEAP2	67.25	52.75	42.5	47.83333333	45.2	108.5454545	58.03846154
ZNF778	68	54.6875	52.16666667	52.16666667	64	62.72727273	68.26923077
C3orf45	46.25	64.4375	72.5	78	63.2	47.13636364	50.46153846
DIRC3	75.5	55.1875	55.83333333	49.16666667	69	58.40909091	58.88461538
CYP2U1	58.25	34.1875	144.5	70.66666667	21.4	61.77272727	31.11538462
LDHC	72.25	62.9375	64.83333333	44.41666667	63.8	45.72727273	67.92307692
MFAP2	51.25	74.1875	71.33333333	63.66666667	47.6	56.95454545	56.76923077
EID3	17.75	13.5	25.66666667	194.5	18.2	82.86363636	69.23076923
CYP2A6	67	66.6875	63.16666667	50.58333333	61.2	51.68181818	61.34615385
ZWINT	41	41	76.5	48.91666667	19.8	136.5	57.84615385
GNAZ	62.25	57.375	53	71	73.2	49.31818182	55.34615385
SRGAP1	75.25	65.1875	65	49.58333333	52.6	50.90909091	62.92307692
LUZP4	71	66.4375	63.66666667	38.41666667	57	53.68181818	71.23076923
SLC30A2	74	60.875	55.66666667	36.5	63.4	57.90909091	73.07692308
TAGLN3	79.75	63.5625	61.33333333	43.66666667	63.6	47.04545455	62.46153846
OPTC	68.75	64.1875	60.83333333	42	65.8	57.18181818	62.61538462
CA12	68.75	64	58.33333333	44.33333333	59	55.86363636	71
ZNF74	63	63.875	51.83333333	70.16666667	57.2	62.5	52.53846154
PHYHIP	76.25	65.375	58	42	69.8	51.09090909	58.57692308
KCNIP2	81.5	61.875	56.16666667	45.25	69.6	47.63636364	59
S100A14	89.75	63.375	57.33333333	43.5	63	44.72727273	59.30769231
RNF183	93.25	61.3125	45	38.58333333	70.2	43.54545455	69.03846154
ESRP2	77.75	67.9375	70.66666667	33.41666667	69.8	46.22727273	55.11538462
ADAMTS1	33.5	36.25	40.5	197.1666667	42	26.86363636	44.61538462
C2orf51	62	67.6875	73.33333333	42.33333333	61	57.54545455	56.96153846
DKFZP434I0714	46.25	42.5	41.83333333	33.58333333	57	139.6818182	59.96153846
P2RX2	64.75	60.375	72.66666667	54.41666667	64	47.72727273	56.84615385
LOC100128893	64.5	65.625	55.66666667	34.25	65.4	53.36363636	81.96153846
PSD	79.5	64.5625	54.83333333	36	88.4	40.90909091	56.5
TTLL5	46	67.5625	55.16666667	74.33333333	49.6	86.22727273	41.57692308
AGAP4	42	37	41.16666667	33.5	52.4	122.4545455	91.92307692
C7orf61	48.5	51.5	53.16666667	100.4166667	70.6	47.59090909	48.5
C1QB	26.75	45.8125	248	27.5	25.2	24.59090909	22.38461538
TEX13B	65.25	63.125	66.5	50.41666667	59.8	50.36363636	64.73076923
ANKRD34A	72.5	55.125	53.16666667	42.66666667	62.4	60.36363636	73.96153846
LOC253842	50.75	62.4375	50.33333333	39.5	127.4	39.90909091	49.84615385
LOC283112	54.25	65.375	60.33333333	58.41666667	71	48.31818182	62.38461538
PCDHGA9	56.75	64	58	72.66666667	65	44.36363636	59.15384615
COL20A1	62.75	67.375	65.66666667	46.83333333	70.6	48.95454545	57.65384615
TRPV3	81.75	61.875	58.33333333	27.41666667	75	53.81818182	61.61538462
TMEM79	48.75	55.8125	61.83333333	47.83333333	72.8	80.68181818	52.03846154
TRH	69.25	68.5625	68.5	40.58333333	49.6	53.18181818	69.92307692
RASGRP3	275.75	19.75	19.16666667	23.83333333	20.6	32	28.5
HSPB8	69.75	61.9375	63.66666667	48.58333333	62.8	49.40909091	63.34615385
FKSG73	137.75	61.875	33.66666667	23.83333333	35.2	44.72727273	82.26923077
KMO	185	61.5	83.66666667	14.91666667	28.8	18.77272727	26.57692308
MPZ	54.75	61.125	63.5	42.08333333	87.4	53.36363636	56.92307692
ZNF436	55	63.0625	69.83333333	33.25	63.6	70.5	63.88461538
C8orf56	71	61.1875	59	42.16666667	66	57.72727273	61.96153846
PRRG2	63.25	60.25	68.16666667	51.25	66.2	49.09090909	60.69230769
NCRNA00202	58.75	58.75	56	53.08333333	68.8	71.31818182	52.19230769
CHAF1B	49.75	48.75	46.5	90.08333333	64	61.77272727	58
CCL17	68.5	62.0625	57.33333333	44.75	73.6	53.90909091	58.69230769
SPATA3	74.5	60.75	59.66666667	56.41666667	65.8	46.27272727	55.34615385
C21orf56	30.5	83.3125	102.6666667	62.33333333	49.4	58.04545455	32.38461538
C2orf39	66.25	67.875	59.66666667	46.25	69.8	50.36363636	58.23076923
SLC5A8	72.25	61.75	61	49	69.4	48.31818182	56.61538462
AMZ1	76.5	67.5625	57.83333333	41.16666667	56.8	55.40909091	63
C3orf27	63.25	57.8125	53.66666667	60.5	75.8	46.31818182	60.84615385
ARTN	52.5	65.75	71	49.08333333	53.2	69.27272727	57.38461538
TIFAB	76.5	73.5625	61	39.91666667	67.6	44.95454545	54.61538462
RDH8	60.5	66.4375	68	49.16666667	70	49.36363636	54.53846154
MUC20	97.75	49.5	40.66666667	48	73.8	57.45454545	50.80769231
C4orf46	17.5	35.75	32.66666667	247.4166667	19.6	37.13636364	27.73076923
MYCN	59.75	57.125	61.33333333	60.25	65.6	60.27272727	53.23076923
C14orf21	53.75	75.5625	81.33333333	44.33333333	55.8	52.77272727	54
PPIP5K1	67.75	52.5	60.83333333	55.83333333	46.2	73.31818182	61.11538462
AIG1	26.25	40.375	140	77.25	47	56.90909091	29.73076923
C7orf53	33.25	33.8125	36.33333333	25.91666667	221.8	34.72727273	31.61538462
MLF1IP	70	58.4375	56.5	66.41666667	55.8	50.5	59.76923077
HCP5P10	73.75	54.6875	57.5	44.16666667	73.6	52.18181818	61.34615385
RAD52	107.5	61	45.16666667	33.66666667	72.8	45.5	51.57692308
PRM1	53	57.6875	65.16666667	70.33333333	58.8	55.68181818	56.53846154
LIN7B	35.25	64.25	59.66666667	113.1666667	39.6	62.09090909	43.15384615
CXCR7	32	25.3125	158.8333333	53.33333333	24.4	81.72727273	41.53846154
SSX2	71.75	70.75	72.33333333	40.25	55	50.86363636	56.19230769
LOC100293830	69.5	59.1875	54	50.83333333	55.4	50.86363636	77.34615385
LOC646627	60	61.375	59.16666667	65.91666667	62.4	52.31818182	55.76923077
GLT25D2	41.5	32.1875	37.5	169.75	32.2	31.31818182	72.42307692
SSX3	78.75	61.375	59	39.91666667	62.2	47.36363636	68.07692308
RLTPR	43.75	36.4375	37.66666667	47.83333333	45.8	154.9545455	50.15384615
ZNF280D	33.25	66.375	81.5	61.25	23.4	103.1818182	47.5
KIF9	62.25	68.25	76.16666667	44.08333333	52.8	51.27272727	61.61538462
NEU3	81.25	71.375	66.16666667	37.08333333	57.6	47.36363636	55.5
BCKDHB	35	37.5	53.5	149.4166667	16	95.45454545	29.46153846
SLC13A2	55.5	59.5	62.33333333	68.25	71	45.09090909	54.65384615
SILV	70.75	66.75	61	42.58333333	68.2	43.36363636	63.65384615
OSBP2	56.5	60.6875	66.83333333	78.83333333	50.4	48.54545455	54.5
LOC441601	75	62.6875	60.16666667	41.33333333	62.6	53.13636364	61.26923077
GLYR1	48	72.9375	72.16666667	24.66666667	87.2	67.40909091	43.80769231
C19orf45	60.25	67.4375	65.83333333	51.08333333	65.8	54.27272727	51.5
ITGB1BP3	88	58.5	62.16666667	40	73.6	43.90909091	50
ZNF789	40.25	36.6875	49	89.33333333	22	117.5454545	61.26923077
ARHGAP25	49.25	42.75	45	25.08333333	170.4	36.27272727	47.23076923
LOC730098	60.25	65.875	65.66666667	52.75	69	43.13636364	59.30769231
NTNG2	24.25	52.25	47.33333333	109.5	133.6	25.13636364	23.88461538
LOC285033	61.25	69.625	66.5	52.5	57	57.09090909	51.88461538
ZNF503	21.25	158.375	89.16666667	87.66666667	24.6	15	19.76923077
FBLN7	47.25	40.8125	37.66666667	21.33333333	43	172.9090909	52.80769231
MTAP	44	80.3125	64.5	51.33333333	29.2	97.18181818	49.23076923
SLC5A10	49.25	60.1875	125.8333333	40.33333333	48	46.45454545	45.53846154
RBPMS2	52.25	50.0625	46.33333333	144.1666667	42.2	36.40909091	44.11538462
TMEM48	29.75	47.5625	97.16666667	82.08333333	15.8	69.68181818	73.38461538
NUDT7	84.75	71.75	59.66666667	21.41666667	73.8	42.18181818	61.80769231
KCNA3	55	25	20.5	51.75	18.6	154.0909091	90.38461538
TENC1	80.25	56.5	62.66666667	45.91666667	66	48.13636364	55.73076923
TSHZ2	90.75	62.1875	58	26.58333333	50.6	58.68181818	68.38461538
KCNC2	74.75	61.375	58.66666667	54.58333333	70.8	41.81818182	53.15384615
MAP3K6	39	61.875	70.16666667	90.91666667	46.8	67	39.38461538
LOC100130700	72.5	57.375	60.66666667	45.83333333	55	53.13636364	70.53846154
LOC100132884	46	87.3125	86.66666667	55.33333333	26.2	70.18181818	43.34615385
CCDC116	68	59.5625	68.33333333	46.33333333	60	58.18181818	54.61538462
GSDMB	52.25	29	26.5	42	33.6	136.2727273	95.23076923
NOXO1	89.5	59.5625	45.33333333	46.66666667	67.8	40.22727273	65.73076923
NUB1	57	61.75	55.5	67.5	60.2	49.36363636	63.5
CYP26A1	70.75	67.6875	59.5	35.33333333	64	57.27272727	60.19230769
HDC	72.75	52	50.5	38.16666667	84.8	61.09090909	55.42307692
TNNT2	64.25	61.5625	58	46.83333333	69.8	54.95454545	59.30769231
ELK3	62	65.4375	62	37.58333333	38	75.04545455	74.53846154
ALDH4A1	57.75	71.5625	70.33333333	49.08333333	63.4	53.31818182	49.15384615
PIGZ	67.75	68.6875	68.33333333	67.33333333	40.6	42.36363636	59.26923077
TTLL1	73.75	57.125	61.5	40.5	66.4	56.90909091	58.07692308
OTUB2	61.25	64.625	65.66666667	42.08333333	59.8	59	61.80769231
KRT83	70.5	61.8125	64.83333333	46.91666667	65	46.90909091	58.15384615
GALNT12	39.75	29.5625	35.16666667	80.41666667	38.4	132.3181818	58.34615385
NID1	47.5	109.8125	112.1666667	29.66666667	33	32	49.73076923
SLC22A23	43.25	43.625	51.66666667	34.5	39	145.7272727	56.03846154
PCDHGB5	56.5	65.6875	69	50.16666667	67.2	46.81818182	58.42307692
PACS1	46	40.375	43.66666667	74.25	92.6	73.54545455	43
SFTPB	75.5	61.4375	63.5	49	64.4	44.59090909	54.88461538
RAD54L	64.75	58.6875	60.66666667	49.16666667	60.4	57.72727273	61.88461538
HIVEP1	20.5	34	56.16666667	188.5833333	58	24.27272727	31.65384615
KDM1A	39	45.625	54	103.25	31	60.63636364	79.46153846
PALM3	62.5	61.125	59.83333333	52.66666667	67.6	53.54545455	55.69230769
CCIN	59.75	61.75	54.5	59.58333333	77	44.04545455	56.30769231
WDR38	70.5	60.75	61.16666667	46.16666667	52.6	55.72727273	65.96153846
KRT72	37.5	35.125	41.33333333	75	45.6	102.0909091	76.19230769
ZNRF4	62	68.375	65.83333333	57.83333333	49.8	54.18181818	54.80769231
SIK2	54.25	71.75	69.66666667	55.5	44.6	55.45454545	61.57692308
ADCK5	37.25	68.875	91	59.08333333	50.8	67.27272727	38.38461538
FAM43B	76.25	59.5	66	47.33333333	59.2	50.81818182	53.46153846
KCTD1	73	62.3125	63.83333333	44.58333333	52.4	57.59090909	58.80769231
SLC38A6	26.5	114.75	114.6666667	40.41666667	13.6	73.95454545	28.57692308
GCOM1	78.5	52.375	75	44.83333333	59.2	59.86363636	42.69230769
LOC283270	40	51.125	84.5	61.66666667	26.2	68.95454545	79.96153846
ZBTB32	85.25	52.875	49.5	63.16666667	68.2	43.90909091	49.42307692
LOC100289090	82	54.875	44.16666667	33.16666667	48.6	69.40909091	80.07692308
LOC100134713	51	45.0625	41.5	96.25	54.4	49.86363636	74.15384615
NSDHL	49.5	82.8125	86.66666667	45.83333333	41.6	55.22727273	50.57692308
FGF9	87.75	38.5625	22.33333333	42.41666667	28.6	73.22727273	119.3076923
PRAMEF12	57.75	61.75	66.33333333	51.16666667	67.6	49.40909091	58.03846154
LTC4S	42.5	60.3125	54.5	74	90.4	46.45454545	43.76923077
PSG7	78.5	63.1875	56.66666667	38.91666667	55.2	50.36363636	69.07692308
NBR2	77.75	60.0625	46.33333333	57.91666667	68.8	52.09090909	48.92307692
KCNJ14	67.25	62	58.83333333	47.66666667	57.4	56.45454545	62.26923077
LRRC45	45.75	55.4375	56.66666667	83.41666667	62	65.31818182	43.15384615
TRIP10	70.75	66.375	56.16666667	40.83333333	61	55.04545455	61.53846154
ALG14	93.75	98	74.33333333	29.5	16.8	48.86363636	50.46153846
OPRL1	56.75	70.125	90.66666667	31.33333333	72.8	44.18181818	45.76923077
PAX4	69.25	66.3125	64.5	43.16666667	62.2	49.90909091	56.26923077
PCDHB13	71.75	56.4375	52.5	53.33333333	61.8	54.86363636	60.73076923
SLC29A2	77.75	61.9375	66.83333333	33.58333333	59.8	55.81818182	55.65384615
E2F7	83	63.4375	53.83333333	45	49	48	69.07692308
GPHA2	75.25	58.3125	61.5	48.41666667	55.4	51.18181818	61.23076923
SPHK1	53.5	97.5625	74.66666667	41.66666667	46.4	38.59090909	58.84615385
FAM86B1	83.5	70.3125	67.83333333	17.75	27.6	79.36363636	64.57692308
LOC100288432	32.75	92.875	98.5	26.41666667	106.8	27.36363636	26.15384615
SHF	73.5	56.9375	57.83333333	76.25	47.6	47.86363636	50.84615385
RSRC1	58.25	77.625	73	44.75	47.8	44.86363636	64.42307692
SP6	63.25	59.875	52.16666667	50.75	74.4	50.31818182	59.92307692
CCT5	62	71.75	64.33333333	37	52	76.54545455	47.03846154
APOBEC2	77.5	61.625	66.16666667	33.66666667	53.4	53.86363636	64.30769231
ZNF644	80.25	52.4375	41	58.33333333	36.6	47.77272727	94.11538462
RAB40B	52.25	45.5	59.66666667	117	23.4	76.09090909	36.46153846
CLEC1A	61.75	79.0625	70.83333333	17.16666667	59	40.22727273	82.30769231
SCUBE1	73	63.75	55.83333333	36.91666667	79.6	44.72727273	56.46153846
CGA	78.75	61.5625	52	50.5	50	48.04545455	69.26923077
RAB3IP	56	54.0625	39.66666667	39.08333333	52.4	107.9090909	60.88461538
ABCB8	49	70.5625	73.83333333	54	54.8	58.13636364	49.65384615
PARS2	80.75	69.1875	56.5	27.16666667	43.4	72.45454545	60.5
TMEM151A	52.75	68.125	66.33333333	39.16666667	94.6	34.59090909	54.34615385
ARHGEF9	28.25	39.8125	54.83333333	160.1666667	18.8	66.5	41.53846154
CDH15	78.75	57.3125	45.66666667	47.66666667	87.2	40.59090909	52.69230769
EPR1	107.75	66	44.5	29.75	56.8	43.95454545	61.11538462
LOC730227	61.75	61.6875	59.5	64.25	55.4	48.81818182	58.46153846
SERPINB9	37	94.375	109.3333333	31.5	53	38.13636364	46.42307692
DOCK9	79	53.1875	41.33333333	42.41666667	72	59.36363636	62.30769231
FMNL3	32.75	36.875	59.33333333	97.66666667	36.8	94.90909091	51.19230769
RFTN2	59.25	54.9375	58.83333333	67.5	61.8	52.31818182	54.76923077
ADAMTS16	70	60.125	65.5	44.83333333	75.4	39.04545455	54.5
MGC4294	60.5	55.4375	61	54.5	79.2	41.77272727	56.96153846
SUCNR1	68	41.1875	53	26	131.8	34.13636364	55.23076923
ATRIP	37.75	49.8125	60	80.41666667	41.8	83.40909091	56.15384615
CCDC103	58.25	63.375	60	58.08333333	51.6	53.18181818	64.84615385
F11	76	57.75	52.5	55.83333333	66	41.31818182	59.88461538
MORC4	57.75	28.25	23.33333333	70	35.6	118.5	75.84615385
GRK1	72	59.75	64.5	46.16666667	73.4	39.81818182	53.5
GGT6	68.5	60.25	60.33333333	56.83333333	57.8	50.86363636	54.5
KAZALD1	63.75	63.9375	56.83333333	47.66666667	64	53.72727273	59
LOC100131303	66	60.125	68.33333333	40.33333333	56.8	53.68181818	63.61538462
GALNT14	78.5	60	52.16666667	43.5	50	56.5	68.19230769
LOC283887	58.5	66.5	70	51.91666667	59.6	53.77272727	48.42307692
C3orf64	20	44.875	42.33333333	113.3333333	27.4	96.31818182	64.42307692
STC2	63.5	56.6875	57	47.5	87.2	40.09090909	56.69230769
ZBED3	40	85.125	61	86.16666667	39.2	43.22727273	53.76923077
LOC442142	83	58.4375	55.33333333	43.08333333	68.2	43.27272727	57.15384615
PIWIL4	30	80.125	99.33333333	74.91666667	36	42.95454545	45
hCG_1811732	53.25	93.4375	75.5	36.16666667	43.4	45.90909091	60.61538462
RNASE4	36.75	257.875	27.16666667	16.41666667	22.6	22.68181818	24.73076923
ZNF708	30.5	26.625	48.16666667	64.91666667	82.2	99.22727273	56.53846154
NKAIN4	68.5	58.5625	55.83333333	55.41666667	74	46.90909091	48.92307692
FECH	22.25	68.4375	79.83333333	82.83333333	47.4	60.86363636	46.5
C10orf41	70.5	60.1875	54.33333333	45.33333333	67	46.95454545	63.80769231
CYTL1	22.75	27.1875	19.33333333	266	21.8	22.18181818	28.80769231
DCHS1	63	55.4375	60.33333333	36.08333333	66	74.04545455	53.15384615
PDE3A	77.75	54.375	47.5	40.08333333	77.4	44.27272727	66.65384615
LOC100190938	117.5	46.875	42.5	24.25	87.6	34.90909091	54.38461538
ITGA8	57.75	61.9375	56.83333333	60.33333333	75.6	42.22727273	53.15384615
SCNN1G	62	59.1875	60	60.75	59.6	49.54545455	56.61538462
GRIN2C	69.25	60.625	55.33333333	66.08333333	52.4	49.36363636	54.53846154
NOX1	59.5	58.5	53	66.75	60.6	53.72727273	55.46153846
PLA2G2E	63.75	58.375	58.5	62.83333333	53.8	53.40909091	56.73076923
CTXN1	57.75	58.375	56.16666667	59.08333333	78	42.36363636	55.53846154
SMCP	64.25	64.625	67.33333333	33.41666667	49.8	58.90909091	68.84615385
YIPF4	52.25	76.75	68.33333333	52.16666667	54.2	50.18181818	53.26923077
DBT	89.75	55.75	41.5	41.83333333	41.2	72.5	64.61538462
MUC13	78	58.75	52	38.16666667	82.8	42.90909091	54.46153846
FXYD2	72.75	62.5	41.5	51.16666667	54.4	47.95454545	76.80769231
TAF11	37	35.5	40.83333333	88.08333333	53.4	62.77272727	89.38461538
OLFM2	61.75	58.0625	56.16666667	48	55	66.31818182	61.65384615
ZNF341	39.75	56.5	83.66666667	58.5	85.6	49.22727273	33.53846154
EREG	9.75	190.25	49.16666667	41.41666667	95.2	10.27272727	10.69230769
NUDT16	90.5	65.9375	44.16666667	28.75	100.2	36.13636364	41.03846154
LOC254057	67.75	55.4375	50	67.66666667	59.4	50.18181818	56.26923077
EFNB3	89.75	69.0625	52.66666667	37.08333333	47.4	46.18181818	64.5
G6PC2	70.25	61.0625	64.83333333	37.08333333	53.4	51.72727273	68.23076923
NUMA1	40.5	54.5625	79.33333333	31.83333333	46.6	109.3636364	44.38461538
THNSL1	100.5	36.8125	35.5	34.5	28.2	101.9090909	69.15384615
C17orf76	31.5	40.75	135.6666667	30.75	93.2	37.36363636	37.26923077
PKDCC	78.25	62.125	57	44	60.4	43.95454545	60.65384615
MUC8	66.75	60.8125	52.16666667	33.33333333	66.8	62.5	64
FCHSD2	61	79.75	43	51.33333333	92.8	42.27272727	36.15384615
CXorf50B	41.25	14.6875	13.5	115.6666667	17	158.1363636	46
ATOH8	67	71.625	56.66666667	38.66666667	76	43.68181818	52.5
DOCK10	41	37.0625	58.33333333	56.25	35.8	111.4090909	66.23076923
PLEKHA8	33.25	84.6875	67.5	58.91666667	23.6	98.04545455	40.03846154
HSD11B1L	60.75	62.4375	63	58	57.6	53.86363636	50.34615385
PFKFB1	68.75	63.1875	64.5	43.08333333	54.8	58.18181818	53.38461538
LOC643923	69	62.125	56.66666667	50.66666667	52	53.09090909	62.30769231
CNTNAP3	12.75	12.5625	12.33333333	11.75	331	12	13.30769231
ZNF792	30.5	29.8125	30.33333333	65.25	24.6	180.1363636	44.88461538
TMEM150A	54.75	80	77.66666667	52.08333333	44	56.95454545	39.88461538
CNTNAP2	171.25	42.125	39.66666667	30.58333333	48.6	33.22727273	39.84615385
CDCA5	54.25	57.3125	55.5	71.66666667	54.6	55.22727273	56.73076923
COPG2	38.5	67.875	90.5	80.91666667	30.4	63.68181818	33.26923077
C1orf203	87.25	54.9375	45.83333333	42.16666667	48.2	65.5	60.92307692
MTHFSD	49.75	66.625	76	40.75	55.4	70.90909091	45.30769231
MTM1	37.25	64.5	65	42.33333333	71.4	93	31.23076923
MFSD7	32.25	78.25	113.5	53.08333333	63.6	29.31818182	34.57692308
PRSS2	74.5	64.1875	68.66666667	34.5	52.8	51.68181818	58.07692308
LOC26172	69.75	54.375	56.16666667	60.5	61.4	52.68181818	49.5
TMEM95	58.75	68.375	72.16666667	38.5	44.4	53.63636364	68.5
NDUFA4L2	58	61.625	70.83333333	50.83333333	71.2	41.63636364	50
LOC148189	95.75	66.625	59.66666667	42.25	42.2	49.31818182	48.30769231
ABCA2	54	49.6875	57	69.58333333	59.4	65.18181818	49.23076923
CMTM4	39.75	104.8125	79.16666667	30.5	64.4	41.18181818	44.23076923
DUSP15	89	54.625	44.5	49	77	42.45454545	47.46153846
tcag7.929	98.75	52.125	51.5	32.08333333	47.6	48.77272727	73.19230769
NOL3	50.5	75.8125	65.33333333	47.5	63.4	49.54545455	51.92307692
GUCY1B3	27.5	31.375	237.1666667	17.91666667	38.2	23.86363636	27.96153846
XDH	57.5	66.9375	78.16666667	29.91666667	41.8	55.27272727	74.34615385
SRF	38.5	59.375	63.16666667	49.83333333	79.8	63.13636364	50.11538462
MAMDC4	56.75	55.125	62.5	68.83333333	54.8	58.18181818	47.69230769
MPHOSPH6	13.25	36.3125	37	145.4166667	11	11.54545455	149.3076923
DEFB1	76.25	57.5625	46.66666667	41.75	78.6	44.95454545	57.88461538
ID1	18.75	170.125	55.16666667	94	20.8	22.36363636	22.46153846
SIGLEC16	44.75	98.75	110.6666667	33.25	40.2	37.40909091	38.61538462
GALNTL1	59.75	62.5	57.16666667	61.83333333	57	48.04545455	57.26923077
AIPL1	59.25	65	62.33333333	53.83333333	63.8	38.54545455	60.65384615
FERD3L	72	56.1875	58.5	51.66666667	39.6	54.40909091	71
PROC	71.75	61.5	53.16666667	42.83333333	82.4	40.68181818	51
DNA2	50.25	51.25	52	69.58333333	60.8	60	59.38461538
ADCY5	64	57.0625	59.5	49.5	66.8	49.72727273	56.61538462
KRT85	60	65.4375	63.83333333	37.83333333	69.2	47.86363636	58.92307692
CINP	47	74.75	59.83333333	58.91666667	57.2	47.54545455	57.53846154
ENTPD2	78.25	59.8125	53.33333333	28.33333333	76.4	42.63636364	63.96153846
ZNF304	73.25	34.75	32.66666667	109	31.6	75.5	45.88461538
FNDC5	83	66.125	54.83333333	37.33333333	67	41.90909091	52.42307692
TPSAB1	56.25	61	59.66666667	54	67.4	48.86363636	55.38461538
LOC392335	64.5	60.6875	60.33333333	40.66666667	72	50.18181818	54.19230769
OR2H1	86.5	59.8125	49.16666667	30.41666667	71.6	43.40909091	61.65384615
CCDC123	63.75	50.9375	52	74	66.4	48.81818182	46.61538462
QRICH2	55.5	56.1875	54.33333333	62.25	63	61.72727273	49.5
RFX7	70	41.5625	35	50.25	24.4	72.36363636	108.7692308
KLHDC7A	111.75	59.25	44.16666667	35.33333333	43.6	45.59090909	62.65384615
HIGD1B	63.25	67.1875	69.16666667	39.83333333	62.8	42.95454545	57.11538462
SOCS1	49.5	59.25	74.16666667	69.41666667	60.6	39.5	49.84615385
ABLIM3	63.25	69.875	62	36.41666667	70.8	43.31818182	56.61538462
EMX2OS	86	58.4375	49.83333333	34.5	62.8	54	56.61538462
AZU1	35.75	65.625	54.66666667	33.25	72.4	48.81818182	91.65384615
CD9	86.75	61.75	57	25.83333333	50.4	49.13636364	71.26923077
BAI1	72	53.75	54.16666667	61	66	41.72727273	53.46153846
CDHR1	42.75	38.625	40	177.1666667	30.6	32.95454545	39.92307692
EPHA1	41.5	46.4375	41.5	46.5	41	115.0454545	70
CDH24	87	60.1875	53.16666667	39.25	60.8	43.59090909	57.88461538
LOC100289373	74.75	58.5625	54	39.83333333	45.6	56.22727273	72.88461538
LOC349114	70.25	48.1875	41.83333333	30.66666667	92.6	57.27272727	61.03846154
LNX1	75.5	61.1875	49.33333333	46.66666667	61	50.40909091	57.69230769
LOC388588	57.5	59.875	52	68.25	73.2	45.27272727	45.65384615
SCAF1	51.75	63.6875	82.66666667	32.16666667	57.2	59.86363636	54.38461538
C10orf10	51.75	61.9375	73.5	63	57.6	46.95454545	46.88461538
TMEM84	70	62.3125	54.83333333	40.33333333	53.4	56.90909091	63.53846154
PPP2R3A	88.25	55.625	49.16666667	30	44.4	56.5	77.26923077
CXADR	124.25	48.75	30.16666667	16.41666667	73.4	40	68.19230769
C11orf35	46.5	58.25	56.5	63.25	53.6	73.54545455	49.38461538
IRX2	68.5	58.25	56.33333333	57.16666667	53.6	50.31818182	56.84615385
RAB38	48	55.1875	62.66666667	100.0833333	38.6	42.72727273	53.69230769
CELSR2	58.75	50.75	47.16666667	91.58333333	38	59.63636364	55
SPANXC	64	59	59.33333333	50.58333333	55.2	53.5	59.11538462
ESRRB	74	58	51.5	56.83333333	62.4	44.72727273	53.11538462
FXYD7	55.25	34.8125	33.83333333	56.41666667	36.2	114.6818182	69.30769231
LOC440149	46	84.625	80.33333333	31.41666667	48.2	67.5	42.38461538
RANBP10	65.5	51	57.5	57.25	55	53.5	60.65384615
AVP	51.5	57.6875	64.33333333	53	73.6	49.31818182	50.88461538
RASL11B	73.5	58.0625	57.5	46.91666667	55.8	49.77272727	58.57692308
TIPIN	28	35.4375	51.5	170.25	14.4	42.40909091	58.11538462
LOC339807	73.25	55.875	56.16666667	47	63.8	51.31818182	52.69230769
HYDIN2	101	54.6875	46	41.91666667	43	45.18181818	68.26923077
BMP1	62.5	64.5	65	56.5	55.2	44.90909091	51.42307692
NBPF3	43.5	36.25	40.33333333	72.33333333	43.6	110.6818182	53.23076923
C1orf109	49	38.6875	35.5	95.66666667	13.2	102.3636364	65.5
LOC400756	75.75	55.6875	49.33333333	39	55.6	54.90909091	69.34615385
